texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Un museo pequeño con la entrada grauita, está ubicado en un antiguo edificio del aeropuerto y posee una hermosa arquitectura renovada. Se puede recorrer en una hora, contiene exposiciones de al menos 3 artistas nacionales en este momento. Recomiendo puedan visitar la exposición de fotografía de la antigua Cárcel de San Lucas. Actualmente no están brindando espacio de parqueo, por lo que deberá dejarlo en la calle junto al museo o en parqueo público de paga.",4.0,museo,google_maps,Hace 5 años,Museo de Arte Costarricense,positiva
Un lugar muy bello con gran importancia histórica. Su sala de oro vale real mente la pena. Y sus exhibiciones temporales ponen en cuestionamiento al observador retando su nivel de interpretación.,5.0,museo,google_maps,Hace 9 años,Museo de Arte Costarricense,positiva
Muy interesante y gratis! Solo les falta vender un buen café y la experiencia sería perfecta!,5.0,museo,google_maps,Hace 4 años,Museo de Arte Costarricense,positiva
Estoy sorprendido es mejor de lo que esperaba el lugar está muy bonito y bien cuidado y bastante grande es un 10 de 10 en cálida precio,5.0,museo,google_maps,Hace un mes,Museo de Ciencias Naturales La Salle,positiva
"Museo bien cuidado y con mucho para admirar y aprender, creo yo que si pusieran una audio guía mejoraría la experiencia demasiado pero en general es muy impresionante la colección de animales fósiles y otras cosas que tienen en exhibición",4.0,museo,google_maps,Hace un mes,Museo de Ciencias Naturales La Salle,positiva
Muy buen lugar para aprender sobre las especies que hay en el mar la tierra y el aire.,5.0,museo,google_maps,2 semanas atrás,Museo de Ciencias Naturales La Salle,positiva
Tienen una colección de taxidermia muy completa aunque las piezas no están en el mejor estado y muchos animales se ven chistosos. Su colección de mariposas es increíble y vale muchísimo la pena visitarla. Hace falta mejorar las instalaciones ya que en varias salas los focos se apagaban y quedaba completamente oscuro mientras hacías el recorrido.,4.0,museo,google_maps,Hace un año,Museo de Ciencias Naturales La Salle,positiva
"Me gustó la exhibición. Pero si es necesario remodelar, pinturas se ven oscuras los baños 1 poco desgastados. Por todo lo demás muy lindo para conocer.",3.0,museo,google_maps,Hace un año,Museo de Ciencias Naturales La Salle,neutral
Super entretenido e interesante. Hay de todo para admirar y obtener más conocimiento.,5.0,museo,google_maps,Hace 6 meses,Museo de Ciencias Naturales La Salle,positiva
"Se disfruta mucho, a los niños les encanta. Hay un área muy pequeña donde se puede llevar y comer. Los sanitarios estaban limpios.",5.0,museo,google_maps,Hace un año,Museo de Ciencias Naturales La Salle,positiva
"Gran cantidad de especies como aves, peces, felinos y fosiles conservados para el aprendizaje. Ideal para salir de la rutina y conocer un poco más de la vida silvestre con que cuenta el país!! Cuenta con parqueo y venta de souvenirs.",5.0,museo,google_maps,Hace un año,Museo de Ciencias Naturales La Salle,positiva
"Hay mucho que ver, bastante historia, tipos de minerales, me mucho la atención la sección de animales marinos, ideal para grandes y chicos bastante recorrido. Nos costó ubicar la entrada, hay que pasar por el ITC.",4.0,museo,google_maps,Hace un año,Museo de Ciencias Naturales La Salle,positiva
"Me encanto, muuuy completo e interesante para llevar a los niños. Se aprende mucho u tienen de verdad demasiadas cosas. Los precios increíbles.",5.0,museo,google_maps,Hace 2 años,Museo de Ciencias Naturales La Salle,positiva
Atención amable y un lugar fácil de llegar...hay parqueo aunque hay varias entidades allí x lo que no se si el parqueo es para todo el público...la entrada esta en 2mil y cumple con los protocolos actuales...se recorre aproximadamente en 3 horas y cierran a las 4pm para que calculen el tiempo de llegada tienes de inicio fósiles y minerales para pasar con animales embotellados como fetos y serpientes etc y pasa a ver reptiles para pasar a un mostrario de insectos mariposas y caracoles...continuamos con animales marinos disecados para volver de nuevo a la entrada de de los fetos a continuación minerales de todo tipo y luego una exhibición de aves disecadas y siguiendo el pasadizo verás más animales disecados del bosque con mucha variedad los cuales a mi parecer los osos y los leones me fueron muy llamativos(estos últimos domados x el Simón bolivar) y sale uno a la sala principal de inicio dónde verás huesos de dinosaurios entre otros esqueleto y a la salida si no pasaste de primero hay un cuarto con una pequeña colección de esculturas artesanales entre otras y claro el esqueleto de ballena que está en la entrada el cual no deja de llamar la atención x su gran tamaño...todo en ese orden y eso es lo que encontraras aquí...me parece muy bonito visitar el lugar para conocerlo y aprender un poco de su contenido ya que aunque pequeño no le envidia nada a los museos más grandes de San José aunque me gustaría que hubieran descripciones de las salas o de lo que miras como curiosidades o enseñansas pero igual es mi tercer visita y se que volvere,4.0,museo,google_maps,Hace 4 años,Museo de Ciencias Naturales La Salle,positiva
"Me gustó mucho y no es muy caro, hay unas zonas que no estan tan bien iluminadas, pero fuera de eso todo bien",5.0,museo,google_maps,Hace un año,Museo de Ciencias Naturales La Salle,positiva
"Creo que es un museo con una vibra bastante retro, lo cuál me pareció lindo. No es muy grande, pero tiene muchas curiosidades interesantes y tan solo por el precio lo recomiendo.",4.0,museo,google_maps,Hace 2 meses,Museo de Ciencias Naturales La Salle,positiva
"Bastante entretenido la verdad un lugar distinto a lo ya visto en otros museos de Costa Rica, es una pena que la tarsidemia de algunos espesimes este bastante deteriorada y con evidente falta de mantenimiento, sería genial que el edificio fuera estuviera más preparado para recibir a las personas y tuviera fuera más estenso para mostrar mejor el área de los dinosaurios que están increíbles, recomendado para los pequeños que son curiosos con este tema de los fociles y la era prehistórica.",4.0,museo,google_maps,Hace 7 años,Museo de Ciencias Naturales La Salle,positiva
El lugar tiene una de las mejores colecciones de especies animales disecadas que puedas encontrar en Costa Rica. Cada sala está separada y bien rotulado. Este museo fue creado hace 60 años y presenta espécimenes de todo el mundo. Un buen lugar para todas las edades.,5.0,museo,google_maps,Hace 9 años,Museo de Ciencias Naturales La Salle,positiva
Excelente experiencia para aprender. Muy amables las personas e interesante conocer la información,5.0,museo,google_maps,Hace 11 meses,Museo de Ciencias Naturales La Salle,positiva
"Nos encantó! Siempre que viajo intento ir a museos para conocer algo de la flora y fauna del país. Este museo me dejo maravillada, era muy entretenido, tenían muestras de muchos tipos de animales, tenían replicas de huesos de dinosaurios y de animales prehistóricos. Sin duda es un museo al cual hay que asistir si estás en San José",5.0,museo,google_maps,Hace 6 años,Museo de Ciencias Naturales La Salle,positiva
"Muy bonito, educativo. Limpio y ordenado. Los pasillos de los animales disecados, cuentan con iluminación inteligente y sonidos del hábitat de los animales, muy buena idea. Ojalá más dinosaurios je je La parte de insectos, muy completa.",5.0,museo,google_maps,Hace 4 años,Museo de Ciencias Naturales La Salle,positiva
"Muy bonito lugar para llevar a los niños. Se disfruta mucho en familia. Ordenado, limpio y seguro. Muy recomendado.",5.0,museo,google_maps,Hace 4 años,Museo de Ciencias Naturales La Salle,positiva
"Este museo tiene gran variedad de colecciones, la primera vez que fui estaba pequeña y ahora nuevamente tuve la oportunidad de visitar, entré y salí maravillada, lo más genial es el poder dimensionar el tamaño de los animales que en los documentales uno no logra percibir.",5.0,museo,google_maps,Hace 5 años,Museo de Ciencias Naturales La Salle,positiva
"Es un lugar bellísima, donde encuentras animales, que tal vez nunca puedas conocer en su hábitat pero que se ven tan reales. Es un excelente lugar. Un ejemplo de lo que se puede observar, saqué demasiadas fotos..",5.0,museo,google_maps,Hace 6 años,Museo de Ciencias Naturales La Salle,positiva
"Un lugar muy bonito, ordenado y completo. Tienen mucha variedad de animales. Me encantó. El precio es absecible y vale la pena ir.",5.0,museo,google_maps,Hace 2 años,Museo de Ciencias Naturales La Salle,positiva
"El museo es relativamente pequeño, pero si se toma el tiempo para disfrutarlo puede ser muy placentero inclusive para los más pequeños de la casa. El recorrido puede tardar poco de 45 minutos a 1:30 hora depende de como quiera ir.",5.0,museo,google_maps,Hace 3 años,Museo de Ciencias Naturales La Salle,positiva
Muy lindo lugar para visitar y continuar aprendiendo sobre la fauna de Costa Rica y especies que posiblemente existieron muchísimos años atras. El servicio al cliente es muy bueno.,4.0,museo,google_maps,Hace 3 años,Museo de Ciencias Naturales La Salle,positiva
Si deseas llevar a los niños a algún lugar pero no quieres salir de San José esta es una exelente opción. Variedad de animales que ver. Muy recomendado y muy accesible en precio.,5.0,museo,google_maps,Hace 4 años,Museo de Ciencias Naturales La Salle,positiva
Grata sorpresa. Museo subvalorado. Muchas cosas interesantes sobre ciencias naturales.,5.0,museo,google_maps,Hace 8 meses,Museo de Ciencias Naturales La Salle,positiva
El precio de la entrada es muy accesible y las exposiciones se encuentran en buen estado,5.0,museo,google_maps,Hace una semana,Museo de Ciencias Naturales La Salle,positiva
"Museo con una gran variedad de animales. Me gustó mucho la colección de minerales, invertebrados marinos e insectos. Sufrí la colección de mamíferos y la de aves, podrían estar en mejor estado. Todos los niños y jóvenes del país deberían conocerlo.",5.0,museo,google_maps,Hace 2 años,Museo de Ciencias Naturales La Salle,positiva
"Muy bonito todo y bien cuidado:))) realmente fue una experiencia bonita volver aquí después de que la última vez que vine fue en una excursión del kinder, me trajo muchas memorias",5.0,museo,google_maps,Hace 2 años,Museo de Ciencias Naturales La Salle,positiva
"Muy lindo museo, excelente lugar para ir con niños y aprender y ver muchas especies q solo ahí las podríamos conocer.",5.0,museo,google_maps,Hace 6 años,Museo de Ciencias Naturales La Salle,positiva
"Excelente iniciativa, muy rico en información, accesible, amplió. En paseo ideal para la familia tiene área de jardín con mesas, baños y el costo de la entrada es accesible!!",5.0,museo,google_maps,Hace 6 años,Museo de Ciencias Naturales La Salle,positiva
"Un lugar maravilloso y mágico, el único lugar donde podremos ver muchas de esas especies, raras o extintas. Un tesoro para todos.",5.0,museo,google_maps,Hace 7 años,Museo de Ciencias Naturales La Salle,positiva
"Excelente lugar, cerca de la sabana y a un precio muy accesible. La colección que tienen es impresionante.",5.0,museo,google_maps,Hace 3 años,Museo de Ciencias Naturales La Salle,positiva
"Muy bonito lugar, colecciones desde piedras, conchas, insectos, aves, mamíferos y hasta huesos de dinosaurios, muy recomendado",5.0,museo,google_maps,Hace 2 años,Museo de Ciencias Naturales La Salle,positiva
"A nivel educativo muy bueno, muchas especial de la fauna.",5.0,museo,google_maps,Hace 7 meses,Museo de Ciencias Naturales La Salle,positiva
"Excelente lugar para mostrar la variedad de organismos en los diferentes ecosistemas, pueden abarcarse muchos temas tales como ecología, biodiversidad, evolución etc..",5.0,museo,google_maps,Hace 4 años,Museo de Ciencias Naturales La Salle,positiva
"Tiene fósiles de todo tipo, un mostrario de mariposas y conchas impresionantemente bello! Y la Cuidadora del museo fue super amable! A mis hijos de 7 y 5 años les encantó.",5.0,museo,google_maps,Hace 7 años,Museo de Ciencias Naturales La Salle,positiva
"Excelente lugar para un día en familia, a los niños les encanta! Muy variado, fácil acceso.",5.0,museo,google_maps,Hace 4 años,Museo de Ciencias Naturales La Salle,positiva
"Varios animales muy mal trabajados, pero en general se disfruta la experiencia. A mi sobrino le encantó.",4.0,museo,google_maps,Hace 2 años,Museo de Ciencias Naturales La Salle,positiva
"Es extremadamente interesante, la cantidad de fósiles y las replicas de los dinosaurios",5.0,museo,google_maps,Hace 10 meses,Museo de Ciencias Naturales La Salle,positiva
Un lugar maravilloso para las personas que interesa mucho en la ciencia y curiosidad por los animales. Entrada accesible y barato. Pequeño pero disfruta mucho!,5.0,museo,google_maps,Hace 7 años,Museo de Ciencias Naturales La Salle,positiva
"Super bonito, es una belleza. Una gran colección, necesitas disponer de dos horas como mínimo para disfrutar la exposición. Permiten tomar fotografías con flash apagado.",5.0,museo,google_maps,Hace 5 años,Museo de Ciencias Naturales La Salle,positiva
"Muchos ejemplares vale totalmente la pena, para un biólogo o unos estudiantes, poder ver los individuos, muy bien inventario",5.0,museo,google_maps,Hace un mes,Museo de Ciencias Naturales La Salle,positiva
"Me gustó mucho el lugar, tiene gran variedad de colecciones de animales y fósiles.",5.0,museo,google_maps,Hace 8 años,Museo de Ciencias Naturales La Salle,positiva
"Es un Lugar interesante de visitar, las colecciones son limitadas y las instalaciones son modestas pero lo suficientemente acogedor y agradable para quienes les gusta aprender de ciencias naturales",5.0,museo,google_maps,Hace un año,Museo de Ciencias Naturales La Salle,positiva
"Muy educativo para todos la historia d cada animal,fósil,insectos un lugar q definitivamente hay q visitar",5.0,museo,google_maps,Hace 8 años,Museo de Ciencias Naturales La Salle,positiva
"Nos encantó, recomendado para que lleven a los chicos, mucho que ver y muy comoda la entrada!",5.0,museo,google_maps,Hace 4 años,Museo de Ciencias Naturales La Salle,positiva
"Excelente lugar, ambiente muy tranquilo, salas rotuladas, precio accesible (¢2000)",5.0,museo,google_maps,Hace 3 años,Museo de Ciencias Naturales La Salle,positiva
"Lugar muy interesante. Podría ser mejor. Faltan más colecciones de sellos postales nacionales. No hay libro de registro de visitantes. La funcionaria de la recepción no es una persona amable, y desconoce la naturaleza de du trabajo.",4.0,museo,google_maps,Hace 8 años,"Museo Postal, Telegráfico y Filatélico",positiva
"El edificio es extraordinario, uno de los más bellos y mejor cuidados de San José.",5.0,museo,google_maps,Hace 7 años,"Museo Postal, Telegráfico y Filatélico",positiva
"Un edificio de correos que sobresale entre los circundantes, llama la atención. Si te gusta ver objetos históricos antiguos, este museo te gustara.",4.0,museo,google_maps,Hace 8 años,"Museo Postal, Telegráfico y Filatélico",positiva
"Fachada icónica de los edificios neoclásicos en el centro de San José, un rinconsito obligado para empapados del legado cultural de la capital tica",5.0,museo,google_maps,Hace 5 años,"Museo Postal, Telegráfico y Filatélico",positiva
"Destino turístico Urbano, muy buen lugar",5.0,museo,google_maps,Hace 8 años,"Museo Postal, Telegráfico y Filatélico",positiva
"Edificio antiguo muy bien conservado donde estuvieron las facilidades centrales del telégrafo de Costa Rica, luego fueron las oficinas centrales del correo costarricense y ahora es el Museo Postal... Este edificio está ubicado en el zona metropolitana de San José, cerca de 200 mts. de la Catedral...",5.0,museo,google_maps,Hace 7 años,"Museo Postal, Telegráfico y Filatélico",positiva
"La entrada cuesta 740 colones y es una tarjeta postal lista para ser enviada a cualquier parte del mundo. De las mejores entradas. El museo es bastante entretenido a pesar de que su contenido principal son las estampillas. En la sección de telégrafo y teléfono podemos usar unos teléfonos que son magnéticos y hablar con otra persona al otro lado de la sala, lo cual hace la visita Super entretenida. Se pueden observar detalles arquitectónicos del edificio de correos. Hay gran variedad de estampillas, la mayoría super divertidas, así como fotografías de los inicios de los correos de Costa Rica. El horario es de Lunes a Viernes de 8:30 am a 4:30 pm. Los últimos sábados de cada mes se abre de 8:30 a 11:30. El recorrido es muy lindo y el personal muy amable.",5.0,museo,google_maps,Hace 6 años,"Museo Postal, Telegráfico y Filatélico",positiva
"Hermoso edificio en el centro de San José, dentro podrás ver una parte de la historia de Costa Rica, además hay una sucursal Kolbi por si ocupan hacer algún trámite rápido",4.0,museo,google_maps,Hace 7 años,"Museo Postal, Telegráfico y Filatélico",positiva
"Sitio de gran valor histórico y cultural. La historia filatélica del país se encuentra registrada allí. Venden estampillas y algunas conmemorativas de eventos magnos de la historia costarricense. También se pueden enviar cartas, telegramas, paquetes y recibir por medio de Box Correos de Costa Rica, cuyo servicio he comprobado este eficiente. A finales del 2017 trasladaron a una sección de ese edificio, una sucursal del ICE y ahora se puede pagar telefonía celular, fija y otros cargos de los móviles.",4.0,museo,google_maps,Hace 8 años,"Museo Postal, Telegráfico y Filatélico",positiva
"El lugar podría ser bonito, sin embargo, no sabemos, porque no aceptan tarjeta, es el único museo que no acepta tarjeta, lo cual es frustrante por que si bien es barato el precio 1700 colones, no siempre uno anda efectivo.",1.0,museo,google_maps,Hace 6 años,"Museo Postal, Telegráfico y Filatélico",negativa
Bonito el museo El costo para entrar al Museo es de 750 colones.,4.0,museo,google_maps,Hace un año,"Museo Postal, Telegráfico y Filatélico",positiva
"Los invito a visitar ese mágico lugar, es un viaje al pasado.",5.0,museo,google_maps,Hace 10 meses,"Museo Postal, Telegráfico y Filatélico",positiva
"Wow ver tantas máquinas k nunca había visto en un lugar tan grande y bonito, exelente atención",5.0,museo,google_maps,Hace 2 años,"Museo Postal, Telegráfico y Filatélico",positiva
El lugar es bastante agradable. Un lugar muy Histórico.,5.0,museo,google_maps,Hace 8 años,"Museo Postal, Telegráfico y Filatélico",positiva
Importante institución en la historia de Costa Rica,5.0,museo,google_maps,Hace 7 años,"Museo Postal, Telegráfico y Filatélico",positiva
Muy interesante y explica la historia del correo y las estampillas,5.0,museo,google_maps,Hace 7 años,"Museo Postal, Telegráfico y Filatélico",positiva
"Excelente, muy bonito",5.0,museo,google_maps,Hace 2 semanas,"Museo Postal, Telegráfico y Filatélico",positiva
"El Museo de Arte y Diseño Contemporáneo ofrece exhibiciones de artistas locales que exploran temáticas sociales, culturales o políticas a través de un arte interactivo y provocativo. Los artistas comparten reflexiones y experiencias propias y ocupan también otros medios visuales. La entrada es gratuita, tiene un área para niños y se encuentra en el centro de San José, cerca de otros museos y un parque. Además, se tienden a realizar otros eventos como por ejemplo ferias de cómics y arte gráfico.",5.0,museo,google_maps,Hace 7 meses,Museo de Arte y Diseño Contemporáneo,positiva
"Un espacio interesante para los artistas, aunque un poco diferente a lo que me imaginaba que me encontraría, aún así me pareció muy enriquecedora la experiencia. La atención fue buena por el personal.",5.0,museo,google_maps,Hace 11 meses,Museo de Arte y Diseño Contemporáneo,positiva
"La visita a los museos siempre a sido algo de mi interés puesto que deja volar la imaginación viajando en las páginas de la historia o intentando descifrar los pensamientos que los artistas pretenden capturar en sus obras sin embargo en esta ocasión me pareció que el museo como tal no cumple a cabalidad. Ubicados en la antigua fábrica nacional de licores el lugar tiene un gran valor histórico el cual no es comentado, las faenas he historias del lugar simplemente no son valoradas por el museo, desde el momento del ingreso el poco interés en el servicio al cliente es notorio, como en otros museos intenté pagar con tarjeta lo cual me indicaron no es aceptado, me dispuse a pagar en efectivo y me indicaron que no tenían dinero para darme el cambio, tampoco aceptan pago por sinpe por lo que nos tocó ir a buscar donde cambiar el dinero. Al caminar aprovechamos para pasar por el parque nacional donde vimos con agrado las elaboradas esculturas y bustos que se encuentran en el lugar. Caminamos hacia una soda para conseguir cambio para la entrada y en el camino contemplamos hermosos murales de leones, dinosaurios entre otros. Una vez conseguido el dinero de la entrada volvimos al museo en el cual no brindan ninguna información por lo que procedimos a ingresar ansiosos de descubrir las maravillas de su interior. El pequeño tamaño del lugar queda grande para la insignificante colección que presenta. Si bien es sabido que el arte depende del ojo con que se mire en la mayoría no se logra ver esfuerzo o poder en las obras siendo más llamativos los alrededores del museo que las obras presentadas en él.",1.0,museo,google_maps,Hace 2 años,Museo de Arte y Diseño Contemporáneo,negativa
Precioso ese museo; muy linda la tematica que tenían esta vez que fuí a visitarlo,5.0,museo,google_maps,Hace 9 meses,Museo de Arte y Diseño Contemporáneo,positiva
"Súper recomendado para visitar con amigos o solo. Muy barato y accesible para todo público. Buen arte el personal amable, buen ambiente. Puedes hacer el recorrido en una hora pero si te gusta el arte como ami tal ves dures un poco más.",5.0,museo,google_maps,Hace 3 años,Museo de Arte y Diseño Contemporáneo,positiva
"Estas exposiciones, forman parte de la identidad de un pueblo, son la realidad visible de una realidad oculta en el tiempo. Manifiestan nuestra cultura, costumbres, habilidades, y naturaleza.",5.0,museo,google_maps,Hace un año,Museo de Arte y Diseño Contemporáneo,positiva
"Me gustó mucho, realmente es un arte muy contemporáneo y lleno de culturas diferentes; el museo es medianamente pequeño pero lleno de detalles.",5.0,museo,google_maps,Hace 3 años,Museo de Arte y Diseño Contemporáneo,positiva
Una parada indispensable cuando se está en San José. Las múltiples salas y la disposición del espacio hace que siempre haya algo distinto que ver.,5.0,museo,google_maps,Hace 3 años,Museo de Arte y Diseño Contemporáneo,positiva
"Muy Bueno, fui a este muceo por una tarea del colegio y no se sí fue suerte pero no tuve que esparar nada para ya entrar aunque sí page como menos de 3000 colones pero esta buena la expreriencia",5.0,museo,google_maps,Hace 2 años,Museo de Arte y Diseño Contemporáneo,positiva
"Un espacio cuidado y amigable... cuando fuimos no había muchas obras, lo que había era impactante",5.0,museo,google_maps,Hace 4 meses,Museo de Arte y Diseño Contemporáneo,positiva
Muy bien organizado y muy interesante du contenido.,5.0,museo,google_maps,Hace 2 meses,Museo de Arte y Diseño Contemporáneo,positiva
"Demaciado bueno, recomendable, ojalá sigan ahí, saludos!!",4.0,museo,google_maps,Hace un año,Museo de Arte y Diseño Contemporáneo,positiva
Lindo lugar. Ojalá pronto acepten pago con tarjeta,4.0,museo,google_maps,Hace 3 años,Museo de Arte y Diseño Contemporáneo,positiva
Exposiciones interesantes e instalaciones adecuadas. Con actividades gratuitas de vez en cuando.,5.0,museo,google_maps,Fecha de edición: Hace 9 meses,Museo de Arte y Diseño Contemporáneo,positiva
"Actualmente Marzo 2021, cuenta con dos exposiciones muy buenas, con muchos artistas emergentes. Interesante muestra: ""Horizonte Espinoso"" Cada obra cuenta con una interpretación escrita para los No entendidos del Arte, por ende hay comprensión de la muestra aunque no tenga conocimiento o experiencia. La atención en la entrada es muy cordial y todos los protocolos de prevención al 100%. Entrada ¢ accesible Abierto de Martes a Sábado. Un bonito recorrido de unas 3/4 horas o menos.",5.0,museo,google_maps,Hace 5 años,Museo de Arte y Diseño Contemporáneo,positiva
De mente abierta hay que ir. Arte en su máxima expresión.,4.0,museo,google_maps,Hace 5 meses,Museo de Arte y Diseño Contemporáneo,positiva
Me gustó. Exhiben obras de múltiples artistas.,5.0,museo,google_maps,Hace 6 años,Museo de Arte y Diseño Contemporáneo,positiva
Super bonito!! Me encantó,5.0,museo,google_maps,Hace 7 años,Museo de Arte y Diseño Contemporáneo,positiva
Hermoso lugar para visitar. La atención fue muy calida y nos brindo información precisa. El lugar esta repleto de arte y hay productos para todos los precios. Si tenes que comprar artesanías es lugar para conseguir un recuerdo auténtico,5.0,museo,google_maps,Hace 2 meses,Chietón Morén Museo y Mercadito de Artesanías,positiva
"Un lugar muy único. Me encantaron las artesanías. Habían cosas que no había visto en ningún otro lugar. Para conseguir un recuerdo único de Costa Rica, definitivamente este es el lugar.",5.0,museo,google_maps,Hace un año,Chietón Morén Museo y Mercadito de Artesanías,positiva
Hermoso Proyecto social que apoya y difunde las culturas indígenas de Costa Rica a través de la venta de las artesanías de estos pueblos. Todo muy bien montado.,5.0,museo,google_maps,Hace 4 años,Chietón Morén Museo y Mercadito de Artesanías,positiva
Pequeño pero bonito mercado artesanal de algunos grupos indígenas de Costa Rica. Venta directa con la política del trato justo.,5.0,museo,google_maps,Hace 3 meses,Chietón Morén Museo y Mercadito de Artesanías,positiva
"Lindo lugar, linda atención. Socialmwnte responsable y con una gran misión en beneficio de las comunidades indígenas",5.0,museo,google_maps,Hace un año,Chietón Morén Museo y Mercadito de Artesanías,positiva
"El museo resguarda una exposición histórica sobre el Dr. Rafael Calderon Guardia. Además cuenta exposiciones artísticas temporales, la oferta siempre es variada e interesante. La atención al público es amable y buena. He visitado este lugar varias veces. Cuenta con parqueo.",5.0,museo,google_maps,Hace 2 meses,Museo Dr. Rafael Angel Calderón Guardia,positiva
"El museo funciona en la que fuera la residencia del Reformador Social de Costa Rica, el Dr. Rafael Ángel Calderón Guardia. Las instalaciones están en muy buen estado. El guarda atiende muy amablemente a los visitantes. Cuenta con parqueo. En él se puede tener un acercamiento a quien en vida fue el Dr. Calderón Guardia.",5.0,museo,google_maps,Hace 9 meses,Museo Dr. Rafael Angel Calderón Guardia,positiva
Es un lugar que tiene un pedacito de historia de nuestro país. Aunque es pequeño tiene una muy buena cantidad de exhibiciones artísticas tanto recientes como de hace algunos años. Se puede recorrer en poco tiempo y es privilegiado por su ubicación y muy importante tiene parqueo y gratuito.,4.0,museo,google_maps,Hace 2 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
Increíble que este este legado en la ciudad y muchas personas lo desconocen. La casa con casi un siglo de comprada por el mismo expresidente Calderón Las restauraciones y la historia que se encuentra en este museo es súper importante para nuestra historia como costarricenses El museo cuenta con parqueo para mientras estás de visita y además baños públicos.,4.0,museo,google_maps,Hace 2 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Estuvo bien, muy lindo, solo que muy pequeño",4.0,museo,google_maps,Hace 8 meses,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Museo al benemérito de la patria. Monta exhibiciones periódicamente. Mantiene exposición permanente del ex presidente en la mayor parte de sus salones. La casa antigua es una reliquia, conservada en excelentes condiciones, con una arquitectura hermosísima y única en el país.",5.0,museo,google_maps,Hace 4 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Muy bueno su descripción histórica de la vida de Calderón Guardia, expresidente de Costa Rica. Las exposiciones de arte varían según la fecha. El inmueble es de alto valor histórico.",5.0,museo,google_maps,Hace 7 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
Un lugar increíble. Genial para conocer sobre la vida de una de las personas más importantes de la Costa Rica de hoy. Realmente atractivo y bien diseñado.,5.0,museo,google_maps,Hace 6 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"El museo brinda un espacio realmente apto para exhibiciones de arte de cualquier tipo. Además, las áreas dedicadas específicamente a la vida del Señor Calderón Guardia, cuentan con lujo de detalles acerca de partes de su vida personal, política y profesional en el ámbito de medicina. La parte trasera, utilizada para varias charlas durante mis visitas, está cómodamente habilitada para las necesidades de comunicación.",5.0,museo,google_maps,Hace 6 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Es un museo en conmemoración de los drs Calderon que fueron presidentes en Costa Rica muestra su visión histórica por ser drs tienen una sección dedicada a medicina de la época, es un lugar agradable y es gratuito, no es tan visitado",4.0,museo,google_maps,Hace 3 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Un lugar muy bonito. Tienen en exposición cosas muy interesantes acerca de la historia del doctor Calderón Guardia, además de otras exhibiciones muy buenas. En el lugar hay parqueo.",5.0,museo,google_maps,Hace 2 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Pequeño, pero una construcción interesante, así como la historia del Dr. Calderón Guardia.",3.0,museo,google_maps,Hace 11 meses,Museo Dr. Rafael Angel Calderón Guardia,neutral
Un patrimonio cultural que casi nadie conoce. Se debe fomentar la información de estos lugares tan enriquecedores. Allí surgió uno de los primeros doctores de nuestro país.,5.0,museo,google_maps,Fecha de edición: Hace 8 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Hermoso! Apenas para aprovechar ""Picasso, aún sorprendo"" gratis, mucho orden, siguen protocolo, y cerquita hay muchas cafeterías y lugares bonitos para visitar.",5.0,museo,google_maps,Hace 4 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
Me encantó muy bonita colección de la m historia. Hay que visitarlo xq cada mes cambia una colección y la otra cada 2 meses. Y es gratis,5.0,museo,google_maps,Hace un año,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Excelente lugar, al igual que la atención de los guardias de seguridad. Al momento de yo ir la entrada era totalmente gratuita tanto para nacionales como para extranjeros.",5.0,museo,google_maps,Hace 5 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"El Museo es una excelente opción de visita cerca de San José,la entrada en grautita y se puede encontrar colecciones artisticas, además de la historia del Dr.Calderón Guardia. Este museo posee los primeros códigos de trabajo de Costa Rica.",5.0,museo,google_maps,Hace 3 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Es gratis visitar el museo. Podéis aprender sobre la vida de Calderón Guardia, que fue presidente de Costa Rica en los años 1940-1944. Además, tienen una exposición de fotografías blanco y negro en impresión con tintas de pigmentos muy bellas y creativas, de Eduardo Libby que merece la pena ver.",5.0,museo,google_maps,Hace 6 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
Definitivamente un lugar para visitar y aprender de la historia que forjó nuestro país Costa Rica.,5.0,museo,google_maps,Hace 5 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"La entrada es gratuita, tiene una gran historia de la construcción de lo que hoy es Costa Rica. Actualmente hay una exposición de Picasso.",5.0,museo,google_maps,Hace 4 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
